"","id","nX","N","degree","err_red","d","metric","cluster","time","mse_aces","bias_aces","mse_dea","bias_dea","time_dea"
"1",1,1,150,1,0.01,1,"mae",1,2.25,0.001,0.021,0.001,-0.03,0.069999999999709
"2",2,1,150,1,0.01,1,"mae",2,1.21000000000004,0.006,0.036,0.006,-0.042,0.0600000000004002
"3",3,1,150,1,0.01,1,"mae",2,1.14000000000124,0.002,0.027,0.002,-0.044,0.0500000000001819
"4",4,1,150,1,0.01,2,"mae",3,0.889999999999418,0.002,0.003,0.001,-0.027,0.0399999999990541
"5",5,1,150,1,0.01,1,"mae",3,1.11999999999898,0.002,0.03,0.004,-0.047,0.0599999999994907
"6",6,1,150,1,0.01,1,"mae",3,1.34000000000015,0.001,0.024,0.002,-0.034,0.0599999999994907
"7",7,1,150,1,0.01,1,"mae",3,0.829999999999927,0.002,0.026,0.004,-0.047,0.069999999999709
"8",8,1,150,1,0.01,2,"mae",2,1.39000000000124,0.003,0.013,0.015,-0.042,0.0499999999992724
"9",9,1,150,1,0.01,1,"mae",3,1.23000000000138,0.002,0.002,0.003,-0.035,0.0499999999992724
"10",10,1,150,1,0.01,1,"mae",3,1.20000000000073,0.001,0.005,0.001,-0.031,0.0400000000008731
"11",11,1,150,1,0.01,1,"mae",3,0.950000000000728,0.001,0.019,0.002,-0.032,0.0500000000010914
"12",12,1,150,1,0.01,1,"mae",2,1.09000000000015,0.002,0.019,0.003,-0.038,0.0899999999983265
"13",13,1,150,1,0.01,1,"mae",3,0.850000000000364,0,0.011,0.002,-0.029,0.070000000001528
"14",14,1,150,1,0.01,1,"mae",3,1.09000000000015,0.009,0.037,0.011,-0.056,0.0500000000010914
"15",15,1,150,1,0.01,1,"mae",3,1.42000000000007,0.002,0.014,0.005,-0.042,0.069999999999709
"16",16,1,150,1,0.01,1,"mae",2,1.11000000000058,0.002,0.035,0.002,-0.04,0.0599999999994907
"17",17,1,150,1,0.01,1,"mae",3,1.20000000000073,0.002,0.018,0.006,-0.034,0.0400000000008731
"18",18,1,150,1,0.01,1,"mae",2,1.23999999999978,0.001,0.028,0.005,-0.058,0.0499999999992724
"19",19,1,150,1,0.01,1,"mae",3,1.25,0.001,0.008,0.006,-0.037,0.0799999999999272
"20",20,1,150,1,0.01,1,"mae",3,1.13000000000102,0.002,0.031,0.005,-0.047,0.0399999999990541
"21",21,1,150,1,0.01,1,"mae",3,0.950000000000728,0.004,0.03,0.004,-0.034,0.0799999999999272
"22",22,1,150,1,0.01,1,"mae",3,1.22000000000116,0.001,0.02,0.002,-0.032,0.069999999999709
"23",23,1,150,1,0.01,1,"mae",3,0.719999999999345,0.002,0.03,0.003,-0.042,0.0499999999992724
"24",24,1,150,1,0.01,1,"mae",2,1.40999999999985,0.003,0.024,0.006,-0.042,0.0599999999994907
"25",25,1,150,1,0.01,1,"mae",3,0.860000000000582,0.002,0.026,0.002,-0.035,0.0599999999994907
"26",26,1,150,1,0.01,1,"mae",2,1.44999999999891,0.002,0.023,0.002,-0.039,0.069999999999709
"27",27,1,150,1,0.01,1,"mae",3,1.52000000000044,0.001,0.017,0.003,-0.043,0.069999999999709
"28",28,1,150,1,0.01,1,"mae",3,0.970000000001164,0.003,0.025,0.004,-0.039,0.0599999999994907
"29",29,1,150,1,0.01,1,"mae",2,1.19000000000051,0.002,0.031,0.003,-0.038,0.0499999999992724
"30",30,1,150,1,0.01,1,"mae",3,0.780000000000655,0.001,0.014,0.002,-0.028,0.0499999999992724
"31",31,1,150,1,0.01,1,"mae",3,0.770000000000437,0.001,0.03,0.003,-0.036,0.0499999999992724
"32",32,1,150,1,0.01,1,"mae",3,1.02999999999884,0.001,0.026,0.004,-0.038,0.069999999999709
"33",33,1,150,1,0.01,1,"mae",3,1.1299999999992,0.008,0.022,0.008,-0.034,0.0599999999994907
"34",34,1,150,1,0.01,1,"mae",2,1.3799999999992,0.002,0.021,0.002,-0.034,0.0499999999992724
"35",35,1,150,1,0.01,1,"mae",3,1.23000000000138,0.004,0.042,0.005,-0.051,0.0499999999992724
"36",36,1,150,1,0.01,1,"mae",2,0.930000000000291,0.002,0.009,0.002,-0.031,0.0499999999992724
"37",37,1,150,1,0.01,1,"mae",2,1.09000000000015,0.002,0.014,0.002,-0.029,0.069999999999709
"38",38,1,150,1,0.01,1,"mae",3,0.760000000000218,0.002,-0.002,0.002,-0.029,0.0599999999994907
"39",39,1,150,1,0.01,1,"mae",3,1.01000000000022,0.002,0.023,0.003,-0.046,0.069999999999709
"40",40,1,150,1,0.01,1,"mae",3,1.78000000000247,0.002,0.011,0.002,-0.036,0.0599999999994907
