"","id","nX","N","degree","err_red","d","metric","cluster","time","mse_aces","bias_aces","mse_dea","bias_dea","time_dea"
"26",26,1,150,1,0.01,1,"mae",3,0.809999999999491,0.001,0.012,0.002,-0.036,0.0500000000001819
"27",27,1,150,1,0.01,1,"mae",2,1.0600000000004,0,-0.007,0.001,-0.02,0.0399999999999636
"28",28,1,150,1,0.01,1,"mae",3,0.949999999999818,0.001,0.017,0.002,-0.032,0.069999999999709
"29",29,1,150,1,0.01,1,"mae",3,0.859999999999673,0.001,0.016,0.001,-0.025,0.0399999999999636
"30",30,1,150,1,0.01,1,"mae",3,0.840000000000146,0.004,0.039,0.006,-0.047,0.0500000000001819
"31",31,1,150,1,0.01,2,"mae",3,0.670000000000073,0.001,0.026,0.001,-0.034,0.0700000000006185
"32",32,1,150,1,0.01,1,"mae",3,0.930000000000291,0.001,0.025,0.002,-0.041,0.0599999999994907
"33",33,1,150,1,0.01,1,"mae",3,1,0.007,0.023,0.008,-0.053,0.0500000000001819
"34",34,1,150,1,0.01,1,"mae",3,0.890000000000327,0.001,0.029,0.002,-0.043,0.0500000000001819
"35",35,1,150,1,0.01,1,"mae",3,0.869999999998981,0.001,0.009,0.002,-0.028,0.0599999999994907
"36",36,1,150,1,0.01,1,"mae",3,0.859999999998763,0.002,0.017,0.002,-0.03,0.0499999999992724
"37",37,1,150,1,0.01,1,"mae",1,1.3700000000008,0.002,-0.001,0.001,-0.026,0.0399999999990541
"38",38,1,150,1,0.01,1,"mae",3,0.740000000001601,0.001,0.016,0.002,-0.033,0.0500000000010914
"39",39,1,150,1,0.01,1,"mae",3,0.75,0.003,0.018,0.006,-0.04,0.069999999999709
"40",40,1,150,1,0.01,1,"mae",2,1.09999999999854,0.001,-0.01,0.002,-0.029,0.0599999999994907
"41",41,1,150,1,0.01,1,"mae",2,1.05999999999949,0.003,0.029,0.003,-0.035,0.0599999999994907
"42",42,1,150,1,0.01,1,"mae",2,0.920000000000073,0.002,0.016,0.002,-0.038,0.0599999999994907
"43",43,1,150,1,0.01,1,"mae",3,0.920000000000073,0.006,0.024,0.007,-0.042,0.0499999999992724
"44",44,1,150,1,0.01,2,"mae",3,0.600000000000364,0.001,0.017,0.003,-0.038,0.0500000000010914
"45",45,1,150,1,0.01,1,"mae",2,1.52999999999884,0.004,0.02,0.005,-0.041,0.0599999999994907
"46",46,1,150,1,0.01,1,"mae",3,0.769999999998618,0.001,0.013,0.006,-0.04,0.0500000000010914
"47",47,1,150,1,0.01,1,"mae",3,0.989999999999782,0.001,0.025,0.002,-0.035,0.0799999999999272
"48",48,1,150,1,0.01,1,"mae",3,0.809999999999491,0.002,0.02,0.002,-0.024,0.0499999999992724
"49",49,1,150,1,0.01,1,"mae",3,0.75,0.002,0.023,0.003,-0.035,0.0499999999992724
"50",50,1,150,1,0.01,1,"mae",3,0.739999999999782,0.001,0.017,0.002,-0.029,0.069999999999709
