"","id","nX","N","degree","err_red","d","metric","cluster","time","mse_aces","bias_aces","mse_dea","bias_dea","time_dea"
"28",28,2,150,1,0.01,1,"mae",3,3.83000000000175,0.002,0.008,0.006,-0.061,0.069999999999709
"29",29,2,150,1,0.01,1,"mae",3,5.36000000000058,0.016,0.026,0.023,-0.105,0.0599999999994907
"30",30,2,150,1,0.01,2,"mae",3,4.51000000000022,0.018,-0.073,0.013,-0.066,0.0599999999994907
"31",31,2,150,1,0.01,1,"mae",2,4.28000000000065,0.003,-0.009,0.006,-0.058,0.0599999999994907
"32",32,2,150,1,0.01,1,"mae",2,3.25,0.008,-0.047,0.008,-0.066,0.0600000000013097
"33",33,2,150,1,0.01,1,"mae",3,6.1299999999992,0.005,-0.02,0.011,-0.069,0.0599999999994907
"34",34,2,150,1,0.01,1,"mae",3,4.61000000000058,0.005,-0.007,0.007,-0.061,0.0599999999994907
"35",35,2,150,1,0.01,1,"mae",3,4.63999999999942,0.005,0.001,0.012,-0.079,0.0600000000013097
"36",36,2,150,1,0.01,1,"mae",2,6.13000000000102,0.006,0.023,0.02,-0.101,0.0800000000017462
"37",37,2,150,1,0.01,1,"mae",3,5.53999999999905,0.022,-0.033,0.026,-0.096,0.0499999999992724
"38",38,2,150,1,0.01,1,"mae",3,4.36000000000058,0.007,0.028,0.015,-0.076,0.0600000000013097
"39",39,2,150,1,0.01,1,"mae",3,6.05999999999949,0.005,-0.005,0.015,-0.081,0.0600000000013097
"40",40,2,150,1,0.01,1,"mae",3,4.73999999999978,0.027,-0.09,0.01,-0.069,0.0599999999994907
"41",41,2,150,1,0.01,2,"mae",2,3.94999999999891,0.007,-0.042,0.009,-0.072,0.0599999999994907
"42",42,2,150,1,0.01,1,"mae",2,4.42999999999847,0.004,-0.011,0.008,-0.06,0.0799999999999272
"43",43,2,150,1,0.01,1,"mae",3,6.11999999999898,0.01,-0.006,0.022,-0.068,0.070000000001528
"44",44,2,150,1,0.01,1,"mae",2,6.26000000000022,0.014,-0.003,0.017,-0.079,0.069999999999709
"45",45,2,150,1,0.01,1,"mae",3,5.47999999999956,0.01,-0.053,0.007,-0.061,0.0600000000013097
"46",46,2,150,1,0.01,1,"mae",3,5.06000000000131,0.007,-0.002,0.012,-0.075,0.0599999999994907
"47",47,2,150,1,0.01,1,"mae",3,4.47999999999956,0.007,0.002,0.013,-0.088,0.070000000001528
"48",48,2,150,1,0.01,1,"mae",3,4.81999999999971,0.004,-0.017,0.012,-0.07,0.0599999999994907
"49",49,2,150,1,0.01,1,"mae",3,4.86000000000058,0.004,-0.019,0.01,-0.062,0.0599999999994907
"50",50,2,150,1,0.01,1,"mae",2,5.14999999999964,0.005,0.009,0.012,-0.078,0.0599999999994907
